Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;target system;double bond equivalents
RESCINNAMINE;4;634.73;4.57;117.78;9.0;0;46.0;11.0;1.0;C35H42N2O9;0;0;CARDIOVASCULAR;16.0
MORICIZINE;4;427.53;4.11;71.11;5.0;0;30.0;7.0;1.0;C22H25N3O4S;0;0;CARDIOVASCULAR;12.0
ALPRENOLOL;0;249.35;2.15;41.49;8.0;0;18.0;3.0;2.0;C15H23NO2;1;0;CARDIOVASCULAR;5.0
NOREPINEPHRINE;4;169.18;0.09;86.71;2.0;0;12.0;4.0;5.0;C8H11NO3;1;0;CARDIOVASCULAR;4.0
TRIAMTERENE;4;253.27;0.83;129.62;1.0;0;19.0;7.0;6.0;C12H11N7;0;0;CARDIOVASCULAR;11.0
VINBURNINE;0;294.4;3.77;25.24;1.0;0;22.0;3.0;0.0;C19H22N2O;0;0;CARDIOVASCULAR;10.0
ENOXIMONE;4;248.31;1.96;65.72;3.0;0;17.0;4.0;2.0;C12H12N2O2S;0;0;CARDIOVASCULAR;8.0
ETAFENONE;0;325.45;4.22;29.54;10.0;0;24.0;3.0;0.0;C21H27NO2;1;0;CARDIOVASCULAR;9.0
FLUOCORTOLONE;4;376.47;2.64;74.6;2.0;0;27.0;4.0;2.0;C22H29FO4;0;0;CARDIOVASCULAR;8.0
CARTEOLOL;4;292.38;1.7;70.59;5.0;0;21.0;5.0;3.0;C16H24N2O3;1;0;CARDIOVASCULAR;6.0
CAPTOPRIL;4;217.29;0.63;57.61;3.0;0;14.0;4.0;1.0;C9H15NO3S;0;1;CARDIOVASCULAR;3.0
PINDOLOL;4;248.33;1.91;57.28;6.0;0;18.0;4.0;3.0;C14H20N2O2;1;0;CARDIOVASCULAR;6.0
VERNAKALANT;4;349.47;2.64;51.16;7.0;0;25.0;5.0;1.0;C20H31NO4;1;0;CARDIOVASCULAR;6.0
DIMETOFRINE;0;227.26;0.66;70.95;5.0;0;16.0;5.0;3.0;C11H17NO4;1;0;CARDIOVASCULAR;4.0
PERINDOPRIL;4;368.47;1.94;95.94;8.0;0;26.0;7.0;2.0;C19H32N2O5;0;1;CARDIOVASCULAR;5.0
DIGOXIN;4;780.95;2.22;203.06;7.0;0;55.0;14.0;6.0;C41H64O14;0;0;CARDIOVASCULAR;10.0
RAMIPRIL;4;416.52;2.38;95.94;9.0;0;30.0;7.0;2.0;C23H32N2O5;0;1;CARDIOVASCULAR;9.0
ISRADIPINE;4;371.39;2.58;103.55;4.0;0;27.0;8.0;1.0;C19H21N3O5;0;0;CARDIOVASCULAR;11.0
HYDROCORTISONE;4;362.47;1.78;94.83;2.0;0;26.0;5.0;3.0;C21H30O5;0;0;CARDIOVASCULAR;7.0
CYCLOTHIAZIDE;4;389.89;1.23;118.36;2.0;0;24.0;7.0;4.0;C14H16ClN3O4S2;0;0;CARDIOVASCULAR;8.0
NITROPRUSSIDE;4;215.94;-1.7889985718204962;139.0;0.0;0;17.0;14.0;2.0;C5FeN6O-2;0;0;CARDIOVASCULAR;9.0
METHOSERPIDINE;0;608.69;4.17;117.78;8.0;0;44.0;11.0;1.0;C33H40N2O9;0;0;CARDIOVASCULAR;15.0
MONOETHANOLAMINE;0;61.08;-1.06;46.25;1.0;0;4.0;2.0;3.0;C2H7NO;1;0;CARDIOVASCULAR;0.0
CERIVASTATIN;4;459.56;4.88;99.88;11.0;0;33.0;6.0;3.0;C26H34FNO5;0;1;CARDIOVASCULAR;10.0
FLOSEQUINAN;4;239.27;1.41;39.07;1.0;0;16.0;3.0;0.0;C11H10FNO2S;0;0;CARDIOVASCULAR;7.0
METHYCLOTHIAZIDE;4;360.24;0.6;109.57;2.0;0;20.0;7.0;3.0;C9H11Cl2N3O4S2;0;0;CARDIOVASCULAR;5.0
TRIAMCINOLONE;4;394.44;0.62;115.06;2.0;0;28.0;6.0;4.0;C21H27FO6;0;0;CARDIOVASCULAR;8.0
METARAMINOL;4;167.21;0.77;66.48;2.0;0;12.0;3.0;4.0;C9H13NO2;1;0;CARDIOVASCULAR;4.0
HYDROCORTISONE SODIUM PHOSPHATE;4;486.41;1.9;141.36;4.0;0;30.0;8.0;4.0;C21H29Na2O8P;0;1;CARDIOVASCULAR;7.5
TELMISARTAN;4;514.63;7.26;72.94;7.0;0;39.0;6.0;1.0;C33H30N4O2;0;1;CARDIOVASCULAR;21.0
KETANSERIN;4;395.43;2.42;75.17;5.0;0;29.0;6.0;1.0;C22H22FN3O3;0;0;CARDIOVASCULAR;13.0
TRIMETHAPHAN;4;365.52;3.66;23.55;4.0;0;26.0;3.0;0.0;C22H25N2OS+;1;0;CARDIOVASCULAR;12.0
METYROSINE;4;195.22;0.74;83.55;3.0;0;14.0;4.0;4.0;C10H13NO3;1;1;CARDIOVASCULAR;5.0
OUABAIN;4;728.78;-1.51;206.6;4.0;0;41.0;12.0;8.0;C29H60O20;0;0;CARDIOVASCULAR;0.0
MACITENTAN;4;588.28;3.57;128.22;11.0;0;32.0;10.0;2.0;C19H20Br2N6O4S;0;0;CARDIOVASCULAR;12.0
CHLORTHALIDONE;4;338.77;0.92;109.49;2.0;0;22.0;6.0;4.0;C14H11ClN2O4S;0;0;CARDIOVASCULAR;10.0
GUANOCLOR;0;263.13;1.36;83.16;5.0;0;16.0;5.0;5.0;C9H12Cl2N4O;1;0;CARDIOVASCULAR;5.0
METICRANE;0;275.35;0.36;94.3;1.0;0;17.0;5.0;2.0;C10H13NO4S2;0;0;CARDIOVASCULAR;5.0
PROPAFENONE;4;341.45;3.24;58.56;11.0;0;25.0;4.0;2.0;C21H27NO3;1;0;CARDIOVASCULAR;9.0
MEXILETINE;4;179.26;2.03;35.25;3.0;0;13.0;2.0;2.0;C11H17NO;1;0;CARDIOVASCULAR;4.0
NICARDIPINE;4;479.53;3.68;111.01;9.0;0;35.0;9.0;1.0;C26H29N3O6;0;0;CARDIOVASCULAR;14.0
OMEGA-3-ACID ETHYL ESTERS;4;687.06;5.3633898697430915;52.6;31.0;0;50.0;4.0;0.0;C46H70O4;0;0;CARDIOVASCULAR;12.0
LIDOCAINE;4;234.34;2.58;32.34;5.0;0;17.0;3.0;1.0;C14H22N2O;0;0;CARDIOVASCULAR;5.0
VINCAMINE;4;354.45;2.95;54.7;2.0;0;26.0;5.0;1.0;C21H26N2O3;0;0;CARDIOVASCULAR;10.0
HYDROCORTISONE SODIUM SUCCINATE;4;484.52;2.2;138.2;6.0;0;33.0;8.0;3.0;C25H33NaO8;0;1;CARDIOVASCULAR;9.5
CILNIDIPINE;3;492.53;4.28;117.0;10.0;0;36.0;9.0;1.0;C27H28N2O7;0;0;CARDIOVASCULAR;15.0
TICRYNAFEN;4;331.18;3.75;63.6;5.0;0;20.0;4.0;1.0;C13H8Cl2O4S;0;1;CARDIOVASCULAR;9.0
BRETYLIUM TOSYLATE;4;414.37;3.05;0.0;3.0;0;13.0;1.0;0.0;C18H24BrNO3S;0;0;CARDIOVASCULAR;7.0
PITAVASTATIN;4;421.47;4.52;90.65;8.0;0;31.0;5.0;3.0;C25H24FNO4;0;1;CARDIOVASCULAR;14.0
EPANOLOL;0;369.42;0.95;114.61;10.0;0;27.0;7.0;4.0;C20H23N3O4;1;0;CARDIOVASCULAR;11.0
CYCLANDELATE;4;276.38;3.48;46.53;3.0;0;20.0;3.0;1.0;C17H24O3;0;0;CARDIOVASCULAR;6.0
DEXAMETHASONE;4;392.47;1.9;94.83;2.0;0;28.0;5.0;3.0;C22H29FO5;0;0;CARDIOVASCULAR;8.0
BEVANTOLOL;0;345.44;2.58;59.95;10.0;0;25.0;5.0;2.0;C20H27NO4;1;0;CARDIOVASCULAR;8.0
METILDIGOXIN;4;794.98;2.87;192.06;8.0;0;56.0;14.0;5.0;C42H66O14;0;0;CARDIOVASCULAR;10.0
BENZIODARONE;4;518.09;5.14;50.44;3.0;0;22.0;3.0;1.0;C17H12I2O3;0;1;CARDIOVASCULAR;11.0
LABETALOL;4;328.41;2.14;95.58;8.0;0;24.0;5.0;5.0;C19H24N2O3;1;0;CARDIOVASCULAR;9.0
QUINAPRIL;4;438.52;2.57;95.94;9.0;0;32.0;7.0;2.0;C25H30N2O5;0;1;CARDIOVASCULAR;12.0
URAPIDIL;3;387.48;0.72;71.74;7.0;0;28.0;8.0;1.0;C20H29N5O3;0;0;CARDIOVASCULAR;9.0
HYDROQUINIDINE;3;326.44;3.4;45.59;4.0;0;24.0;4.0;1.0;C20H26N2O2;1;0;CARDIOVASCULAR;9.0
EPINEPHRINE;4;183.21;0.35;72.72;3.0;0;13.0;4.0;4.0;C9H13NO3;1;0;CARDIOVASCULAR;4.0
DESLANOSIDE;4;943.09;0.04;282.21;10.0;0;66.0;19.0;9.0;C47H74O19;0;0;CARDIOVASCULAR;11.0
BUPRANOLOL;0;271.79;2.78;41.49;5.0;0;18.0;3.0;2.0;C14H22ClNO2;1;0;CARDIOVASCULAR;4.0
REGADENOSON;4;408.38;-2.43;186.46;4.0;0;28.0;13.0;6.0;C15H20N8O6;0;0;CARDIOVASCULAR;10.0
CANDESARTAN CILEXETIL;4;610.67;6.32;143.34;10.0;0;45.0;12.0;1.0;C33H34N6O6;0;1;CARDIOVASCULAR;20.0
FLUOCINONIDE;4;494.53;2.94;99.13;3.0;0;35.0;7.0;1.0;C26H32F2O7;0;0;CARDIOVASCULAR;10.0
MECAMYLAMINE;4;167.3;2.42;12.03;1.0;0;12.0;1.0;1.0;C11H21N;1;0;CARDIOVASCULAR;2.0
FLUOROMETHOLONE;4;376.47;2.92;74.6;1.0;0;27.0;4.0;2.0;C22H29FO4;0;0;CARDIOVASCULAR;8.0
QUINIDINE;4;324.42;3.17;45.59;4.0;0;24.0;4.0;1.0;C20H24N2O2;1;0;CARDIOVASCULAR;10.0
GUANETHIDINE;4;198.31;0.53;67.64;3.0;0;14.0;4.0;4.0;C10H22N4;1;0;CARDIOVASCULAR;2.0
BUNAFTINE;0;326.48;4.42;23.55;9.0;0;24.0;3.0;0.0;C21H30N2O;1;0;CARDIOVASCULAR;8.0
CILAZAPRIL;4;417.51;1.6;99.18;8.0;0;30.0;8.0;2.0;C22H31N3O5;0;1;CARDIOVASCULAR;9.0
SIMVASTATIN;4;418.57;4.59;72.83;6.0;0;30.0;5.0;1.0;C25H38O5;0;0;CARDIOVASCULAR;7.0
CLOPAMIDE;0;345.85;1.9;92.5;3.0;0;22.0;6.0;3.0;C14H20ClN3O3S;0;0;CARDIOVASCULAR;6.0
MEFRUSIDE;4;382.89;1.18;106.77;5.0;0;23.0;7.0;2.0;C13H19ClN2O5S2;0;0;CARDIOVASCULAR;5.0
PROSCILLARIDIN;4;530.66;3.01;129.59;3.0;0;38.0;8.0;4.0;C30H42O8;0;0;CARDIOVASCULAR;10.0
FELODIPINE;4;384.26;3.96;64.63;4.0;0;25.0;5.0;1.0;C18H19Cl2NO4;0;0;CARDIOVASCULAR;9.0
CELIPROLOL;4;379.5;2.89;90.9;9.0;0;27.0;7.0;3.0;C20H33N3O4;1;0;CARDIOVASCULAR;6.0
TRIMETAZIDINE;4;266.34;1.12;42.96;5.0;0;19.0;5.0;1.0;C14H22N2O3;1;0;CARDIOVASCULAR;5.0
TRIAMCINOLONE HEXACETONIDE;4;532.65;4.41;99.13;4.0;0;38.0;7.0;1.0;C30H41FO7;0;0;CARDIOVASCULAR;10.0
AMEZINIUM METILSULFATE;0;313.34;0.95;52.02;2.0;0;15.0;4.0;2.0;C12H15N3O5S;0;0;CARDIOVASCULAR;7.0
DIGITOXIN;4;764.95;3.25;182.83;7.0;0;54.0;13.0;5.0;C41H64O13;0;0;CARDIOVASCULAR;10.0
PREDNISOLONE TEBUTATE;4;458.6;3.54;100.9;4.0;0;33.0;6.0;2.0;C27H38O6;0;0;CARDIOVASCULAR;9.0
AZAPETINE;0;235.33;3.86;3.24;2.0;0;18.0;1.0;0.0;C17H17N;0;0;CARDIOVASCULAR;10.0
CIPROFIBRATE;4;289.16;3.59;46.53;4.0;0;18.0;3.0;1.0;C13H14Cl2O3;0;1;CARDIOVASCULAR;6.0
MANIDIPINE 6300;3;610.71;4.95;114.25;10.0;0;45.0;10.0;1.0;C35H38N4O6;0;0;CARDIOVASCULAR;19.0
GEMFIBROZIL;4;250.34;3.57;46.53;6.0;0;18.0;3.0;1.0;C15H22O3;0;1;CARDIOVASCULAR;5.0
TOLVAPTAN;4;448.95;5.68;69.64;3.0;0;32.0;5.0;2.0;C26H25ClN2O3;0;0;CARDIOVASCULAR;15.0
MINOXIDIL;4;209.25;-0.13;95.11;1.0;0;15.0;6.0;4.0;C9H15N5O;0;0;CARDIOVASCULAR;5.0
INDOMETHACIN;4;357.79;3.93;68.53;4.0;0;25.0;5.0;1.0;C19H16ClNO4;0;1;CARDIOVASCULAR;12.0
PENTIFYLLINE;0;264.33;1.01;61.82;5.0;0;19.0;6.0;0.0;C13H20N4O2;0;0;CARDIOVASCULAR;6.0
DEXAMETHASONE ACETATE;4;434.5;2.47;100.9;3.0;0;31.0;6.0;2.0;C24H31FO6;0;0;CARDIOVASCULAR;9.0
METHYLDOPA (RACEMIC);1;211.22;0.44;103.78;3.0;0;15.0;5.0;5.0;C10H13NO4;1;1;CARDIOVASCULAR;5.0
NICERGOLINE;4;484.39;3.91;56.59;4.0;0;31.0;6.0;0.0;C24H26BrN3O3;0;0;CARDIOVASCULAR;13.0
HYDROCHLOROTHIAZIDE;4;297.75;-0.35;118.36;1.0;0;17.0;7.0;4.0;C7H8ClN3O4S2;0;0;CARDIOVASCULAR;5.0
ACEBUTOLOL;4;336.43;2.37;87.66;10.0;0;24.0;6.0;3.0;C18H28N2O4;1;0;CARDIOVASCULAR;6.0
CREATINOLFOSFATE;0;197.13;-1.08;119.87;4.0;0;12.0;7.0;5.0;C4H12N3O4P;1;1;CARDIOVASCULAR;0.5
IFENPRODIL;4;325.45;3.77;43.7;5.0;0;24.0;3.0;2.0;C21H27NO2;1;0;CARDIOVASCULAR;9.0
CINEPAZET;0;392.45;1.43;77.54;8.0;0;28.0;8.0;0.0;C20H28N2O6;0;0;CARDIOVASCULAR;8.0
DILAZEP;0;604.7;3.54;114.46;16.0;0;43.0;12.0;0.0;C31H44N2O10;1;0;CARDIOVASCULAR;11.0
PREDNISOLONE;4;360.45;1.56;94.83;2.0;0;26.0;5.0;3.0;C21H28O5;0;0;CARDIOVASCULAR;8.0
NIFEDIPINE;4;346.34;2.18;107.77;4.0;0;25.0;8.0;1.0;C17H18N2O6;0;0;CARDIOVASCULAR;10.0
PERUVOSIDE;0;548.67;2.29;131.75;5.0;0;39.0;9.0;3.0;C30H44O9;0;0;CARDIOVASCULAR;9.0
DROXIDOPA;4;213.19;-0.46;124.01;3.0;0;15.0;6.0;6.0;C9H11NO5;1;1;CARDIOVASCULAR;5.0
DIAZOXIDE;4;230.68;1.87;58.53;0.0;0;14.0;4.0;1.0;C8H7ClN2O2S;0;0;CARDIOVASCULAR;6.0
FOSFOCREATINE;3;211.11;-1.38;133.95;3.0;0;13.0;8.0;5.0;C4H10N3O5P;1;1;CARDIOVASCULAR;1.5
DRONEDARONE;4;556.77;7.05;88.85;18.0;0;39.0;7.0;1.0;C31H44N2O5S;1;0;CARDIOVASCULAR;11.0
BEPRIDIL;4;366.55;4.83;15.71;10.0;0;27.0;3.0;0.0;C24H34N2O;1;0;CARDIOVASCULAR;9.0
CETIEDIL;0;349.54;4.83;29.54;6.0;0;24.0;3.0;0.0;C20H31NO2S;1;0;CARDIOVASCULAR;6.0
NILVADIPINE;3;385.38;2.46;131.56;5.0;0;28.0;9.0;1.0;C19H19N3O6;0;0;CARDIOVASCULAR;12.0
MOLSIDOMINE;4;242.24;0.09;82.78;3.0;0;17.0;8.0;0.0;C9H14N4O4;0;0;CARDIOVASCULAR;5.0
SOTALOL;4;272.37;1.09;78.43;6.0;0;18.0;5.0;3.0;C12H20N2O3S;1;0;CARDIOVASCULAR;4.0
PENTAERYTHRITOL TETRANITRATE;4;316.14;-1.19;209.48;12.0;0;21.0;16.0;0.0;C5H8N4O12;0;0;CARDIOVASCULAR;4.0
OLMESARTAN MEDOXOMIL;4;558.6;4.17;162.16;10.0;0;41.0;12.0;2.0;C29H30N6O6;0;1;CARDIOVASCULAR;18.0
BETHANIDINE;4;177.25;0.98;36.42;2.0;0;13.0;3.0;2.0;C10H15N3;1;0;CARDIOVASCULAR;5.0
CAMPHOR;4;152.24;2.4;17.07;0.0;0;11.0;1.0;0.0;C10H16O;0;0;CARDIOVASCULAR;3.0
HYDROCORTISONE VALERATE;4;446.58;3.52;100.9;6.0;0;32.0;6.0;2.0;C26H38O6;0;0;CARDIOVASCULAR;8.0
AMLODIPINE;4;408.88;2.27;99.88;8.0;0;28.0;7.0;3.0;C20H25ClN2O5;1;0;CARDIOVASCULAR;9.0
ETHACRYNIC ACID;4;303.14;3.61;63.6;6.0;0;19.0;4.0;1.0;C13H12Cl2O4;0;1;CARDIOVASCULAR;7.0
PREDNISOLONE ACETATE;4;402.49;2.13;100.9;3.0;0;29.0;6.0;2.0;C23H30O6;0;0;CARDIOVASCULAR;9.0
SPARTEINE;4;234.39;2.35;6.48;0.0;0;17.0;2.0;0.0;C15H26N2;1;0;CARDIOVASCULAR;4.0
TROXERUTIN;3;742.68;-2.69;297.12;15.0;0;52.0;19.0;10.0;C33H42O19;0;0;CARDIOVASCULAR;13.0
PRAVASTATIN;4;424.53;2.44;124.29;10.0;0;30.0;7.0;4.0;C23H36O7;0;1;CARDIOVASCULAR;6.0
LOMITAPIDE;4;693.73;8.38;61.44;10.0;0;50.0;5.0;2.0;C39H37F6N3O2;1;0;CARDIOVASCULAR;20.0
REMIKIREN;0;630.85;3.1;161.48;15.0;0;44.0;10.0;5.0;C33H50N4O6S;0;0;CARDIOVASCULAR;11.0
GUANOXABENZ;0;247.09;1.62;83.0;2.0;0;15.0;5.0;4.0;C8H8Cl2N4O;0;0;CARDIOVASCULAR;6.0
FENDILINE;0;315.46;5.56;12.03;7.0;0;24.0;1.0;1.0;C23H25N;1;0;CARDIOVASCULAR;12.0
NAFTAZONE;4;215.21;0.92;84.55;1.0;0;16.0;5.0;3.0;C11H9N3O2;0;0;CARDIOVASCULAR;9.0
BETAMETHASONE BENZOATE;4;496.58;3.76;100.9;4.0;0;36.0;6.0;2.0;C29H33FO6;0;0;CARDIOVASCULAR;13.0
CYCLOPENTHIAZIDE;4;379.89;1.6;118.36;3.0;0;23.0;7.0;4.0;C13H18ClN3O4S2;0;0;CARDIOVASCULAR;6.0
CLOFIBRIDE;0;327.81;2.91;55.84;7.0;0;22.0;5.0;0.0;C16H22ClNO4;0;0;CARDIOVASCULAR;6.0
ALUMINUM CLOFIBRATE;0;471.27;2.58;46.53;3.0;0;14.0;3.0;1.0;C20H21AlCl2O7;0;1;CARDIOVASCULAR;9.5
UBIDECARENONE;3;863.36;17.85;52.6;31.0;0;63.0;4.0;0.0;C59H90O4;0;0;CARDIOVASCULAR;15.0
ACETYLDIGITOXIN;4;806.99;3.82;188.9;8.0;0;57.0;14.0;4.0;C43H66O14;0;0;CARDIOVASCULAR;11.0
BENCYCLANE;0;289.46;4.29;12.47;7.0;0;21.0;2.0;0.0;C19H31NO;1;0;CARDIOVASCULAR;5.0
LORAJMINE;0;402.92;2.34;53.01;3.0;0;28.0;5.0;1.0;C22H27ClN2O3;0;0;CARDIOVASCULAR;10.0
NORFENEFRINE;0;153.18;0.38;66.48;2.0;0;11.0;3.0;4.0;C8H11NO2;1;0;CARDIOVASCULAR;4.0
TIRACIZINE;0;367.45;3.58;61.88;4.0;0;27.0;6.0;1.0;C21H25N3O3;0;0;CARDIOVASCULAR;11.0
ALISKIREN;4;551.77;3.29;146.13;19.0;0;39.0;9.0;6.0;C30H53N3O6;1;0;CARDIOVASCULAR;6.0
CLORANOLOL;0;292.21;3.12;41.49;5.0;0;18.0;3.0;2.0;C13H19Cl2NO2;1;0;CARDIOVASCULAR;4.0
PROCAINE;4;236.31;1.77;55.56;6.0;0;17.0;4.0;2.0;C13H20N2O2;1;0;CARDIOVASCULAR;5.0
VERICIGUAT;4;426.39;2.56;146.86;4.0;0;31.0;10.0;5.0;C19H16F2N8O2;0;0;CARDIOVASCULAR;15.0
PRAJMALIUM;4;369.53;2.48;43.7;3.0;0;27.0;4.0;2.0;C23H33N2O2+;1;0;CARDIOVASCULAR;9.0
FASUDIL;3;291.38;1.22;62.3;2.0;0;20.0;5.0;1.0;C14H17N3O2S;0;0;CARDIOVASCULAR;8.0
BENAZEPRIL;4;424.5;2.57;95.94;9.0;0;31.0;7.0;2.0;C24H28N2O5;0;1;CARDIOVASCULAR;12.0
CANRENONE;4;340.46;4.37;43.37;0.0;0;25.0;3.0;0.0;C22H28O3;0;0;CARDIOVASCULAR;9.0
DIBUCAINE;4;343.47;3.49;54.46;10.0;0;25.0;5.0;1.0;C20H29N3O2;1;0;CARDIOVASCULAR;8.0
NAFRONYL;0;383.53;4.45;38.77;10.0;0;28.0;4.0;0.0;C24H33NO3;1;0;CARDIOVASCULAR;9.0
XAMOTEROL;4;339.39;-0.24;103.29;8.0;0;24.0;8.0;4.0;C16H25N3O5;1;0;CARDIOVASCULAR;6.0
NICORANDIL;4;211.18;0.02;94.36;5.0;0;15.0;7.0;1.0;C8H9N3O4;0;0;CARDIOVASCULAR;6.0
TRANDOLAPRIL;4;430.55;2.77;95.94;9.0;0;31.0;7.0;2.0;C24H34N2O5;0;1;CARDIOVASCULAR;9.0
ETILEFRINE;4;181.24;1.04;52.49;4.0;0;13.0;3.0;3.0;C10H15NO2;1;0;CARDIOVASCULAR;4.0
HYDRALAZINE;4;160.18;0.92;63.83;1.0;0;12.0;4.0;3.0;C8H8N4;1;0;CARDIOVASCULAR;7.0
PRACTOLOL;4;266.34;1.38;70.59;7.0;0;19.0;5.0;3.0;C14H22N2O3;1;0;CARDIOVASCULAR;5.0
PARGYLINE;4;159.23;1.75;3.24;3.0;0;12.0;1.0;0.0;C11H13N;0;0;CARDIOVASCULAR;6.0
HEPTAMINOL;0;145.25;1.27;46.25;4.0;0;10.0;2.0;3.0;C8H19NO;1;0;CARDIOVASCULAR;0.0
EPHEDRINE;4;165.24;1.33;32.26;3.0;0;12.0;2.0;2.0;C10H15NO;1;0;CARDIOVASCULAR;4.0
PHENOXYBENZAMINE;4;303.83;4.19;12.47;8.0;0;21.0;2.0;0.0;C18H22ClNO;0;0;CARDIOVASCULAR;8.0
SITAXENTAN;4;454.91;3.96;107.73;6.0;0;29.0;8.0;1.0;C18H15ClN2O6S2;0;0;CARDIOVASCULAR;12.0
TRIAMCINOLONE DIACETATE;4;478.51;1.76;127.2;4.0;0;34.0;8.0;2.0;C25H31FO8;0;0;CARDIOVASCULAR;10.0
QUINETHAZONE;4;289.74;0.88;101.29;2.0;0;18.0;6.0;4.0;C10H12ClN3O3S;0;0;CARDIOVASCULAR;6.0
BIETASERPINE;0;707.86;4.99;110.16;13.0;0;51.0;12.0;0.0;C39H53N3O9;1;0;CARDIOVASCULAR;15.0
RILMENIDINE;3;180.25;1.15;33.62;3.0;0;13.0;3.0;1.0;C10H16N2O;0;0;CARDIOVASCULAR;4.0
METHYLPROPYLPROPANEDIOL DINITRATE;0;222.2;1.35;104.74;8.0;0;15.0;8.0;0.0;C7H14N2O6;0;0;CARDIOVASCULAR;2.0
COLESEVELAM HYDROCHLORIDE;4;618.2;4.808094183970358;62.6;22.0;0;39.0;6.0;4.0;C31H67Cl3N4O;0;0;CARDIOVASCULAR;0.0
TALINOLOL;1;363.5;3.27;82.62;7.0;0;26.0;6.0;4.0;C20H33N3O3;1;0;CARDIOVASCULAR;6.0
DISOPYRAMIDE;4;339.48;3.36;59.22;8.0;0;25.0;4.0;2.0;C21H29N3O;1;0;CARDIOVASCULAR;9.0
GUANFACINE;4;246.1;1.55;78.97;2.0;0;15.0;4.0;4.0;C9H9Cl2N3O;1;0;CARDIOVASCULAR;6.0
PROCAINAMIDE;4;235.33;1.34;58.36;6.0;0;17.0;4.0;3.0;C13H21N3O;1;0;CARDIOVASCULAR;5.0
CINEPAZIDE;4;417.51;1.49;71.55;7.0;0;30.0;8.0;0.0;C22H31N3O5;0;0;CARDIOVASCULAR;9.0
ISOSORBIDE MONONITRATE;4;191.14;-1.28;91.06;2.0;0;13.0;7.0;1.0;C6H9NO6;0;0;CARDIOVASCULAR;3.0
ISOPROTERENOL;4;211.26;1.13;72.72;4.0;0;15.0;4.0;4.0;C11H17NO3;1;0;CARDIOVASCULAR;4.0
MOXISYLYTE;4;279.38;2.98;38.77;6.0;0;20.0;4.0;0.0;C16H25NO3;1;0;CARDIOVASCULAR;5.0
PENBUTOLOL;4;291.44;3.47;41.49;6.0;0;21.0;3.0;2.0;C18H29NO2;1;0;CARDIOVASCULAR;5.0
MELDONIUM;0;146.19;-1.66;52.16;4.0;0;10.0;4.0;1.0;C6H14N2O2;0;1;CARDIOVASCULAR;1.0
LOSARTAN;4;422.92;4.27;92.51;8.0;0;30.0;7.0;2.0;C22H23ClN6O;0;1;CARDIOVASCULAR;14.0
DEXTROSE;4;180.16;-3.22;110.38;1.0;0;12.0;6.0;5.0;C6H12O6;0;0;CARDIOVASCULAR;1.0
PHENTOLAMINE;4;281.36;2.84;47.86;4.0;0;21.0;4.0;2.0;C17H19N3O;1;0;CARDIOVASCULAR;10.0
LERCANIDIPINE;4;611.74;6.48;111.01;12.0;0;45.0;9.0;1.0;C36H41N3O6;1;0;CARDIOVASCULAR;18.0
ISOSORBIDE DINITRATE;4;236.14;-1.06;123.2;4.0;0;16.0;10.0;0.0;C6H8N2O8;0;0;CARDIOVASCULAR;4.0
ZOFENOPRIL;0;429.56;4.04;74.68;7.0;0;29.0;5.0;1.0;C22H23NO4S2;0;1;CARDIOVASCULAR;12.0
PIRETANIDE;4;362.41;2.42;109.93;5.0;0;25.0;7.0;3.0;C17H18N2O5S;0;1;CARDIOVASCULAR;10.0
BUMETANIDE;4;364.42;3.04;118.72;8.0;0;25.0;7.0;4.0;C17H20N2O5S;0;1;CARDIOVASCULAR;9.0
APRINDINE;0;322.5;4.39;6.48;8.0;0;24.0;2.0;0.0;C22H30N2;1;0;CARDIOVASCULAR;9.0
SULOCTIDIL;4;337.57;5.56;32.26;12.0;0;23.0;2.0;2.0;C20H35NOS;1;0;CARDIOVASCULAR;4.0
TETRACAINE;4;264.37;2.62;41.57;8.0;0;19.0;4.0;1.0;C15H24N2O2;0;0;CARDIOVASCULAR;5.0
ESATENOLOL;0;266.34;0.45;84.58;8.0;0;19.0;5.0;4.0;C14H22N2O3;1;0;CARDIOVASCULAR;5.0
OXETHAZAINE;3;467.65;3.24;64.09;12.0;0;34.0;6.0;1.0;C28H41N3O3;0;0;CARDIOVASCULAR;10.0
IBOPAMINE;0;307.39;2.57;64.63;7.0;0;22.0;5.0;1.0;C17H25NO4;1;0;CARDIOVASCULAR;6.0
CLOCORTOLONE ACETATE;0;452.95;3.57;80.67;3.0;0;31.0;5.0;1.0;C24H30ClFO5;0;0;DERMATOLOGICALS;9.0
FLUOCORTIN BUTYL;0;446.56;3.99;80.67;5.0;0;32.0;5.0;1.0;C26H35FO5;0;0;DERMATOLOGICALS;9.0
LITHIUM SUCCINATE;0;129.95;-1.6419540259347887;80.3;1.0;0;10.0;4.0;0.0;C4H4Li2O4;0;0;DERMATOLOGICALS;3.0
DIFLORASONE DIACETATE;4;494.53;2.99;106.97;4.0;0;35.0;7.0;1.0;C26H32F2O7;0;0;DERMATOLOGICALS;10.0
PROPANOL;0;60.1;0.39;20.23;1.0;0;4.0;1.0;1.0;C3H8O;0;0;DERMATOLOGICALS;0.0
