Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;double bond equivalents
SYRINGALDEHYDE;0;182.17;1.22;55.76;3.0;0;13.0;4.0;1.0;C9H10O4;0;0;5.0
TAZIFYLLINE HYDROCHLORIDE;0;545.54;0.59;88.53;9.0;0;33.0;9.0;1.0;C23H34Cl2N6O3S;0;0;9.0
FLORDIPINE;0;510.55;4.11;68.31;8.0;0;36.0;7.0;0.0;C26H33F3N2O5;0;0;10.0
PITENODIL;0;353.49;2.03;53.09;8.0;0;24.0;6.0;0.0;C17H27N3O3S;0;0;6.0
TACHIOSIDE;0;302.28;-1.42;128.84;4.0;0;21.0;8.0;5.0;C13H18O8;0;0;5.0
ACROFOLIONE A;0;570.68;5.68;153.75;10.0;0;41.0;9.0;5.0;C32H42O9;0;1;12.0
AMBIGUINE K ISONITRILE;0;420.98;5.97;40.38;1.0;0;30.0;3.0;2.0;C26H29ClN2O;0;0;13.0
TIAFIBRATE;0;687.79;9.68;71.06;23.0;0;44.0;6.0;0.0;C34H48Cl2O6S2;0;0;10.0
BRYOGENIN;0;456.71;6.77;54.37;5.0;0;33.0;3.0;1.0;C30H48O3;0;0;7.0
MATHEMYCIN B;0;1559.97;1.2233039839000224;559.0;17.0;0;108.0;31.0;23.0;C77H142N2O29;0;0;8.0
FENCLEXONIUM METILSULFATE;0;409.59;5.29;0.0;5.0;0;22.0;1.0;0.0;C22H35NO4S;0;0;6.0
CIRAMADOL;0;249.35;2.55;43.7;3.0;0;18.0;3.0;2.0;C15H23NO2;1;0;5.0
MOROCROMEN;0;401.46;1.84;84.25;4.0;0;29.0;8.0;1.0;C21H27N3O5;0;0;10.0
DIDEMNIDINE B;0;623.35;1.95;100.01;10.0;0;24.0;6.0;5.0;C21H25BrF6N4O6;1;0;8.0
VIFILCON A;0;525.6;2.159641464229;157.0;13.0;0;37.0;10.0;2.0;C26H39NO10;0;0;8.0
FANDOFLOXACIN;0;400.39;2.11;78.67;3.0;0;29.0;7.0;1.0;C20H18F2N4O3;0;1;13.0
ETHOMOXANE;0;265.35;2.61;39.72;7.0;0;19.0;4.0;1.0;C15H23NO3;1;0;5.0
THYRONAMINE;0;229.28;2.69;55.48;4.0;0;17.0;3.0;3.0;C14H15NO2;1;0;8.0
DANUGLIPRON TROMETHAMINE;0;676.75;4.89;113.5;9.0;0;41.0;9.0;1.0;C35H41FN6O7;0;1;18.0
SAMERIDINE;0;330.52;4.08;23.55;8.0;0;24.0;3.0;0.0;C21H34N2O;1;0;6.0
SCHISANTHERIN A;0;522.55;4.66;112.91;5.0;0;38.0;9.0;2.0;C29H30O9;0;0;15.0
TREMULACIN;0;528.51;0.42;169.05;8.0;0;38.0;11.0;4.0;C27H28O11;0;0;14.0
ZONIPORIDE MESYLATE;0;416.46;1.92;109.68;3.0;0;24.0;7.0;4.0;C18H20N6O4S;0;0;12.0
METHOXYSTEMOFOLINE;0;417.5;2.72;66.46;6.0;0;30.0;7.0;0.0;C23H31NO6;1;0;9.0
MELISSOIDESIN O;0;418.53;3.21;89.9;2.0;0;30.0;6.0;1.0;C24H34O6;0;0;8.0
CLIMIQUALINE;0;305.77;4.74;30.71;2.0;0;22.0;3.0;0.0;C18H12ClN3;0;0;14.0
BATHYMODIOLAMIDE B;0;708.08;9.98;122.16;36.0;0;50.0;8.0;3.0;C42H77NO7;0;0;5.0
PENIMIDE A;0;249.34;2.09;37.38;4.0;0;17.0;3.0;0.0;C13H15NO2S;0;0;7.0
BASTADIN 9;0;1035.13;2.7652485682219745;182.0;0.0;0;50.0;10.0;6.0;C34H27Br5N4O9;0;0;21.0
TERNATIN;0;374.35;2.91;107.59;5.0;0;27.0;8.0;2.0;C19H18O8;0;0;11.0
JNJ-18038683;2;337.85;3.94;29.85;3.0;0;24.0;3.0;1.0;C20H20ClN3;1;0;12.0
BENDACALOL MESYLATE;0;469.51;0.98;89.41;6.0;0;27.0;7.0;3.0;C21H27NO9S;1;0;9.0
NIFURQUINAZOL;0;344.33;1.59;125.76;7.0;0;25.0;9.0;2.0;C16H16N4O5;0;0;11.0
HUZHANGOSIDE D;0;1353.51;1.37855932083838;472.0;16.0;0;94.0;30.0;17.0;C64H104O30;0;0;13.0
4-METHYL DESMOSDUMOTIN B;0;310.35;3.76;67.51;1.0;0;23.0;4.0;1.0;C19H18O4;0;1;11.0
XENOGNOSIN;0;256.3;3.36;49.69;4.0;0;19.0;3.0;2.0;C16H16O3;0;0;9.0
AMIFLOXACIN MESYLATE;0;430.46;0.76;77.81;3.0;0;24.0;7.0;2.0;C17H23FN4O6S;0;1;8.0
STIGONEMAPEPTIN;0;974.08;-1.24;316.28;13.0;0;70.0;22.0;9.0;C48H63N9O13;0;0;22.0
MARLIGNAN L;0;404.46;3.28;97.61;4.0;0;29.0;7.0;3.0;C22H28O7;0;0;9.0
DEBOXAMET;0;234.25;1.53;74.35;3.0;0;17.0;5.0;3.0;C12H14N2O3;0;0;7.0
PYRUVIC ACID ISONIAZID;0;207.19;0.27;91.65;3.0;0;15.0;6.0;2.0;C9H9N3O3;0;1;7.0
XYLOCARPUS A;0;586.63;3.4;147.8;5.0;0;42.0;11.0;1.0;C31H38O11;0;0;13.0
TANDOSPIRONE CITRATE;0;575.62;1.41;69.64;6.0;0;28.0;7.0;0.0;C27H37N5O9;0;0;12.0
HOMPRENORPHINE;0;451.61;3.86;51.16;6.0;0;33.0;5.0;1.0;C28H37NO4;1;0;11.0
ZOFICONAZOLE;0;425.74;6.07;36.28;9.0;0;27.0;4.0;0.0;C20H19Cl3N2O2;0;0;11.0
JNJ-27548547;1;1139.62;3.140892029146613;258.0;48.0;0;79.0;15.0;2.0;C62H98N4O11S2;0;0;16.0
BENFOSFORMIN;0;333.2;-0.29;143.82;3.0;0;18.0;8.0;7.0;C9H14N5Na2O4P;1;1;5.5
FROXIPROST;0;470.48;3.42;96.22;10.0;0;33.0;6.0;3.0;C24H29F3O6;0;0;9.0
DECLENPERONE;0;381.45;3.45;58.1;6.0;0;28.0;5.0;1.0;C22H24FN3O2;0;0;12.0
GLOBOSTELLATIC ACD C METHYL ESTER;0;570.77;6.06;99.13;8.0;0;41.0;7.0;1.0;C34H50O7;0;0;10.0
KUTZNERIDE 3;0;854.74;-0.26;265.27;6.0;0;58.0;19.0;8.0;C37H49Cl2N7O12;0;1;16.0
PEMERID NITRATE;0;382.46;2.61;15.71;5.0;0;18.0;3.0;0.0;C15H34N4O7;1;0;1.0
CINFENOAC;0;326.3;2.74;100.9;7.0;0;24.0;6.0;2.0;C18H14O6;0;1;12.0
NORFLURANE;0;102.03;1.52;0.0;0.0;0;6.0;0.0;0.0;C2H2F4;0;0;0.0
AMLODIPINE MALEATE;4;524.95;2.27;99.88;8.0;0;28.0;7.0;3.0;C24H29ClN2O9;1;0;11.0
MONASCUSIC ACID C;0;234.34;3.65;37.3;2.0;0;17.0;2.0;1.0;C15H22O2;0;1;5.0
REZISHANONE A;0;362.38;0.76;121.13;3.0;0;26.0;7.0;3.0;C19H22O7;0;0;9.0
CLOXYPENDYL;0;404.97;3.34;42.84;6.0;0;27.0;5.0;1.0;C20H25ClN4OS;0;0;10.0
HEXAMETHONIUM TARTRATE;0;500.54;1.96;0.0;7.0;0;14.0;2.0;0.0;C20H40N2O12;0;0;2.0
VINCOFOS;0;319.17;5.41;44.76;11.0;0;18.0;4.0;0.0;C11H21Cl2O4P;0;0;0.5
GLYCERYL MONOSTEARATE;0;358.56;5.14;66.76;19.0;0;25.0;4.0;2.0;C21H42O4;0;0;1.0
EURYCOLACTONE E;0;350.41;0.44;104.06;0.0;0;25.0;6.0;3.0;C19H26O6;0;0;7.0
LACMOID;0;429.38;4.15;144.25;2.0;0;32.0;8.0;5.0;C24H15NO7;0;1;18.0
DIPHENYLSULFANE;0;186.28;3.84;0.0;2.0;0;13.0;0.0;0.0;C12H10S;0;0;8.0
BACCHARIN B5;0;560.64;1.6;136.58;1.0;0;40.0;10.0;2.0;C30H40O10;0;0;11.0
15-NOREPILUBIMINOL;0;224.34;2.5;40.46;1.0;0;16.0;2.0;2.0;C14H24O2;0;0;3.0
VINLEUCINOL;0;896.14;4.34;177.13;11.0;0;65.0;14.0;5.0;C51H69N5O9;1;0;20.0
PIMEFYLLINE;0;314.35;-0.38;86.74;5.0;0;23.0;8.0;1.0;C15H18N6O2;0;0;10.0
LESOPITRON;0;320.83;1.93;50.08;6.0;0;22.0;6.0;0.0;C15H21ClN6;0;0;8.0
MICHELENOLIDE;0;262.35;2.64;42.13;0.0;0;19.0;3.0;0.0;C16H22O3;0;0;6.0
HYDROMORPHINOL;0;303.36;0.54;73.16;0.0;0;22.0;5.0;3.0;C17H21NO4;1;0;8.0
TIVANIDAZOLE;0;279.33;2.3;86.74;4.0;0;19.0;7.0;0.0;C11H13N5O2S;0;0;8.0
BENZOXONIUM;0;364.59;4.91;40.46;17.0;0;26.0;3.0;2.0;C23H42NO2+;1;0;4.0
DETIVICICLOVIR;0;223.24;-0.99;110.08;4.0;0;16.0;7.0;4.0;C9H13N5O2;0;0;6.0
TIOMERGINE;0;347.49;4.22;31.92;3.0;0;25.0;3.0;1.0;C21H21N3S;0;0;13.0
GANODERIC ACID E;0;512.64;4.55;122.65;6.0;0;37.0;7.0;1.0;C30H40O7;0;1;11.0
GW794726X;0;487.92;5.34;89.03;6.0;0;35.0;7.0;2.0;C26H19ClFN5O2;0;0;19.0
TOLYLFLUANID;0;347.26;3.31;40.62;5.0;0;19.0;4.0;0.0;C10H13Cl2FN2O2S2;0;0;4.0
KEMPOPEPTIN A;0;991.15;-0.22;293.42;12.0;0;71.0;21.0;8.0;C50H70N8O13;0;0;20.0
SELENIUM (75SE) TAUROSELCHOLIC ACID;0;590.64;2.152858230537322;153.0;8.0;0;36.0;7.0;5.0;C26H45NO7SSe;0;0;5.0
ALUMINIUM ACETOTARTRATE;0;234.1;-4.355880604417047;161.0;1.0;0;15.0;8.0;2.0;C6H7AlO8;0;0;3.5
BALAPIRAVIR HYDROCHLORIDE;0;530.97;1.7;197.8;9.0;0;35.0;14.0;2.0;C21H31ClN6O8;0;0;9.0
FUPRAZOLE;0;454.57;4.73;54.51;9.0;0;34.0;6.0;0.0;C28H30N4O2;0;0;16.0
PULICANARAL B;0;368.43;1.8;94.73;4.0;0;26.0;7.0;0.0;C19H28O7;0;0;6.0
CYASTERONE;0;520.66;1.89;144.52;4.0;0;37.0;8.0;5.0;C29H44O8;0;0;8.0
FECLEMINE;0;358.61;5.65;6.48;11.0;0;26.0;2.0;0.0;C24H42N2;1;0;5.0
DOTEFONIUM;0;359.52;2.68;40.54;6.0;0;25.0;4.0;1.0;C20H27N2O2S+;1;0;9.0
ETOSALAMIDE;0;209.24;1.2;61.55;6.0;0;15.0;4.0;2.0;C11H15NO3;0;0;5.0
BOLAZINE;0;604.96;9.08;65.18;1.0;0;44.0;4.0;2.0;C40H64N2O2;0;0;10.0
METRIZOATE MAGNESIUM;4;1278.17;3.14;86.71;3.0;0;21.0;6.0;2.0;C24H20I6MgN4O8;0;1;14.0
LEXOFENAC;0;230.26;2.45;54.37;3.0;0;17.0;3.0;1.0;C14H14O3;0;1;8.0
METENEPROST;0;378.55;4.87;77.76;12.0;0;27.0;4.0;3.0;C23H38O4;0;1;5.0
FODIPIR;0;638.46;0.2;280.84;17.0;0;42.0;18.0;8.0;C22H32N4O14P2;1;1;9.0
PENTAMETHONIUM;0;188.36;1.57;0.0;6.0;0;13.0;2.0;0.0;C11H28N2+2;0;0;0.0
FLUORENE;0;166.22;3.26;0.0;0.0;0;13.0;0.0;0.0;C13H10;0;0;9.0
TIAMETONIUM IODIDE;0;488.26;1.91;0.0;8.0;0;15.0;2.0;0.0;C12H30I2N2S;0;0;0.0
TODRALAZINE HYDROCHLORIDE;0;268.7;1.7;76.14;3.0;0;17.0;6.0;2.0;C11H13ClN4O2;0;0;7.0
KURILENSOSIDE A;0;981.09;-1.66;330.51;16.0;0;65.0;21.0;11.0;C43H73NaO21S;0;1;7.5
TRICLOBISONIUM CHLORIDE;0;605.91;9.96;0.0;15.0;0;38.0;2.0;0.0;C36H74Cl2N2;0;0;0.0
RONACTOLOL;0;358.44;2.69;79.82;9.0;0;26.0;6.0;3.0;C20H26N2O4;1;0;9.0
NERVOSANIN B;0;366.45;0.17;110.38;0.0;0;26.0;6.0;5.0;C20H30O6;0;0;6.0
PYRAFLUFEN-ETHYL;0;413.18;4.08;62.58;7.0;0;26.0;6.0;0.0;C15H13Cl2F3N2O4;0;0;8.0
TIOXIDAZOLE;0;266.32;3.26;60.45;4.0;0;18.0;5.0;1.0;C12H14N2O3S;0;0;7.0
SODIUM PERFLUOROHEXANESULFONAMIDE;0;421.11;2.97;60.16;5.0;0;23.0;3.0;2.0;C6HF13NNaO2S;0;1;0.5
ICOMETASONE ENBUTATE;0;521.05;4.09;106.97;6.0;0;36.0;7.0;1.0;C28H37ClO7;0;0;10.0
3-DEACETYLKHIVORIN;0;544.64;4.12;124.8;3.0;0;39.0;9.0;1.0;C30H40O9;0;0;11.0
RODOCAINE;0;320.86;4.24;32.34;4.0;0;22.0;3.0;1.0;C18H25ClN2O;1;0;7.0
NOCARDITHIOCIN;0;1161.39;-0.1124775406508504;501.0;11.0;0;77.0;24.0;8.0;C48H48N12O11S6;0;0;31.0
MELIASTATIN 4;0;500.72;5.64;83.83;6.0;0;36.0;5.0;2.0;C31H48O5;0;0;8.0
TIPRANAVIR DISODIUM;0;646.64;7.33;105.59;11.0;0;42.0;7.0;2.0;C31H31F3N2Na2O5S;0;1;16.0
SEVOPRAMIDE;0;481.68;4.79;61.88;16.0;0;35.0;6.0;1.0;C29H43N3O3;1;0;10.0
PINOSTROBIN;0;270.28;3.11;55.76;2.0;0;20.0;4.0;1.0;C16H14O4;0;0;10.0
CEFTIOFUR SODIUM;0;545.56;0.98;177.42;8.0;0;34.0;12.0;4.0;C19H16N5NaO7S3;0;1;14.5
EPOTHILONE C6;0;475.65;4.65;96.72;2.0;0;33.0;6.0;2.0;C26H37NO5S;0;0;9.0
KIBDELOMYCIN;0;939.88;4.17;258.5;11.0;0;64.0;18.0;7.0;C44H60Cl2N4O14;0;1;16.0
HEXACYCLONATE;0;172.22;1.4;57.53;3.0;0;12.0;3.0;2.0;C9H16O3;0;1;2.0
COMAZAPHILONE B;0;418.44;2.67;122.52;5.0;0;30.0;8.0;3.0;C22H26O8;0;0;10.0
RAC-DICHLORPROP;0;235.07;2.85;46.53;3.0;0;14.0;3.0;1.0;C9H8Cl2O3;0;1;5.0
DUOPERONE;0;514.59;7.43;23.55;6.0;0;36.0;3.0;0.0;C28H26F4N2OS;0;0;15.0
ACRIHELLIN;0;498.62;4.05;114.04;4.0;0;36.0;7.0;2.0;C29H38O7;0;0;11.0
SYMETINE HYDROCHLORIDE;0;541.65;7.17;24.94;19.0;0;34.0;4.0;0.0;C30H50Cl2N2O2;1;0;6.0
CINPERENE;0;388.51;3.79;49.41;5.0;0;29.0;4.0;1.0;C25H28N2O2;0;0;13.0
MICRANDILACTONE C;0;534.65;1.78;142.75;3.0;0;38.0;9.0;4.0;C29H42O9;0;0;9.0
NAFOMINE MALATE;0;321.33;2.54;35.25;2.0;0;14.0;2.0;2.0;C16H19NO6;0;0;8.0
PYRITHIONE SODIUM;0;149.15;1.45;25.16;0.0;0;8.0;2.0;1.0;C5H4NNaOS;0;0;4.5
PRIDEFINE;0;263.38;4.21;3.24;3.0;0;20.0;1.0;0.0;C19H21N;1;0;10.0
VENTILOQUINONE B;0;346.34;2.31;80.29;2.0;0;25.0;7.0;0.0;C18H18O7;0;0;10.0
FLUORESCEIN LISICOL;3;926.14;7.07;227.14;12.0;0;66.0;14.0;9.0;C51H63N3O11S;0;1;22.0
SULTOSILIC ACID;0;344.37;1.72;117.97;4.0;0;22.0;7.0;2.0;C13H12O7S2;0;1;8.0
ARICINE;0;382.46;3.19;63.79;2.0;0;28.0;6.0;1.0;C22H26N2O4;0;0;11.0
UREFIBRATE;0;355.18;2.97;90.65;5.0;0;23.0;6.0;3.0;C15H12Cl2N2O4;0;1;10.0
TOCOFENOXATE;0;599.3;10.77;44.76;16.0;0;42.0;4.0;0.0;C37H55ClO4;0;0;10.0
ARDISIAMAMILLOSEDE C;0;1077.27;1.6408597514894971;357.0;12.0;0;75.0;22.0;14.0;C53H88O22;0;0;10.0
MAKALUVAMINE G;0;447.41;2.06;57.27;3.0;0;25.0;5.0;2.0;C22H20F3N3O4;0;0;13.0
6-(2,2'-BITHIOPHEN-5-YL)NICOTINONITRILE;0;268.37;4.41;36.68;2.0;0;18.0;2.0;0.0;C14H8N2S2;0;0;12.0
REL-ORMELOXIFENE;0;457.61;6.26;30.93;7.0;0;34.0;4.0;0.0;C30H35NO3;1;0;14.0
PIERREIONE D;0;418.49;6.0;57.9;5.0;0;31.0;5.0;0.0;C26H26O5;0;0;14.0
ZOLEDRONATE DISODIUM;0;388.11;-1.12;153.11;4.0;0;16.0;9.0;5.0;C5H16N2Na2O11P2;0;1;0.0
TRIGILLETIMINE;0;560.65;7.07;61.75;2.0;0;42.0;7.0;0.0;C35H32N2O5;0;0;21.0
TRYPARGINE;0;271.37;1.62;89.72;4.0;0;20.0;5.0;6.0;C15H21N5;1;0;8.0
SULFADIAZINE SODIUM;4;272.26;0.86;97.97;3.0;0;17.0;6.0;3.0;C10H9N4NaO2S;0;0;8.5
CARABRYL CHLOROACETATE;0;326.82;3.08;52.6;5.0;0;22.0;4.0;0.0;C17H23ClO4;0;0;6.0
COMAZAPHILONE F;0;418.44;2.67;122.52;5.0;0;30.0;8.0;3.0;C22H26O8;0;0;10.0
BUTAMBEN PICRATE;4;615.6;2.23;52.32;4.0;0;14.0;3.0;2.0;C28H33N5O11;0;0;15.0
THIAZOMYCIN E1;0;1254.4;-0.4764523528081819;577.0;13.0;0;84.0;28.0;12.0;C50H55N13O16S5;0;0;30.0
PREREMIROL;0;250.29;2.82;66.76;4.0;0;18.0;4.0;2.0;C14H18O4;0;0;6.0
OPLOPANDIOL ACETATE;0;334.46;2.98;66.76;11.0;0;24.0;4.0;2.0;C20H30O4;0;0;6.0
HEXOPYRRONIUM;0;332.46;2.85;46.53;4.0;0;24.0;4.0;1.0;C20H30NO3+;1;0;7.0
BALSAMINOL B;0;488.75;5.9;69.92;6.0;0;35.0;4.0;3.0;C31H52O4;0;0;6.0
CEREVISTEROL;0;430.67;5.5;60.69;4.0;0;31.0;3.0;3.0;C28H46O3;0;0;6.0
ISODISPAR B;0;338.36;4.1;87.74;4.0;0;25.0;5.0;2.0;C20H18O5;0;1;12.0
GINKGOLIDE C;0;440.4;-2.4;169.05;0.0;0;31.0;11.0;4.0;C20H24O11;0;0;9.0
FLUDALANINE;0;108.09;-0.63;63.32;2.0;0;7.0;3.0;3.0;C3H6FNO2;0;1;1.0
ALSTOLUCINE D;0;354.41;1.8;78.87;2.0;0;26.0;6.0;2.0;C20H22N2O4;1;0;11.0
PTERINE;0;163.14;-0.7;97.55;0.0;0;12.0;6.0;3.0;C6H5N5O;0;0;7.0
TECHNETIUM TC-99M PERTECHNETATE;1;163.91;-8.498717970830164;74.3;0.0;1;5.0;4.0;0.0;HO4Tc;0;0;0.0
BISPYRIBAC-NA;0;452.36;2.58;144.24;9.0;0;31.0;12.0;1.0;C19H17N4NaO8;0;1;13.5
BUMETRIZOLE;0;315.8;4.39;50.94;1.0;0;22.0;4.0;1.0;C17H18ClN3O;0;0;10.0
DIPLAMINE B;0;321.41;3.4;68.87;3.0;0;23.0;4.0;2.0;C18H15N3OS;1;0;13.0
PENTOPRIL;0;333.38;2.25;83.91;6.0;0;24.0;6.0;1.0;C18H23NO5;0;1;8.0
RADEZOLID HYDROCHLORIDE;0;474.92;2.36;112.24;8.0;0;32.0;9.0;3.0;C22H24ClFN6O3;0;0;13.0
GLUCUROLACTONE;0;176.12;-2.65;96.22;0.0;0;12.0;6.0;3.0;C6H8O6;0;0;3.0
TAXOL C;0;847.96;4.0;221.29;13.0;0;61.0;15.0;4.0;C46H57NO14;0;0;19.0
CAFAMINOL;0;267.29;-1.6;85.29;3.0;0;19.0;8.0;1.0;C11H17N5O3;0;0;6.0
GLUCOSULFAMIDE;0;446.46;-4.02;233.95;11.0;0;28.0;13.0;9.0;C13H22N2O11S2;0;1;4.0
ACLATONIUM;0;218.27;0.19;52.6;5.0;0;15.0;5.0;0.0;C10H20NO4+;1;0;2.0
WAIKIALOID B;0;907.04;4.66;180.86;0.0;0;67.0;15.0;2.0;C52H54N6O9;0;1;29.0
SODIUM BISULFITE ADDUCT;0;443.41;0.8;125.48;3.0;0;29.0;10.0;2.0;C18H18N3NaO7S;0;1;11.5
MARIDOMYCIN;0;829.98;1.98;218.58;12.0;0;58.0;17.0;3.0;C41H67NO16;0;0;9.0
BINEDALINE;0;293.41;3.44;11.41;5.0;0;22.0;3.0;0.0;C19H23N3;1;0;10.0
CLOMIFENOXIDE;0;421.97;6.58;32.29;9.0;0;30.0;3.0;0.0;C26H28ClNO2;0;0;13.0
NOCLOPROST;0;400.99;4.93;77.76;12.0;0;27.0;4.0;3.0;C22H37ClO4;0;1;4.0
SALCLOBUZIC ACID;0;257.67;1.64;86.63;5.0;0;17.0;5.0;3.0;C11H12ClNO4;0;1;6.0
NEBIDRAZINE;0;271.11;1.74;81.12;3.0;0;17.0;6.0;3.0;C9H8Cl2N6;0;0;8.0
OXDEMETONMETHYL;0;246.29;1.89;52.6;7.0;0;13.0;4.0;0.0;C6H15O4PS2;0;0;0.0
MEMOTINE HYDROCHLORIDE;0;303.79;3.12;30.82;4.0;0;20.0;3.0;0.0;C17H18ClNO2;0;0;9.0
LITHOSPERMIC ACID;0;538.46;2.77;211.28;8.0;0;39.0;12.0;7.0;C27H22O12;0;1;17.0
2-INDOLYLMETHANAMINE;0;146.19;1.63;41.81;1.0;0;11.0;2.0;3.0;C9H10N2;1;0;6.0
GADOFOSVESET;4;894.95;1.2261641508127523;269.0;18.0;0;52.0;17.0;3.0;C33H44GdN3O14P+3;0;0;13.5
DYSOLENTICIN D;0;470.69;6.11;63.6;3.0;0;34.0;4.0;1.0;C30H46O4;0;0;8.0
ANCISTROTECTORILINE A;0;421.54;5.44;48.95;5.0;0;31.0;5.0;1.0;C26H31NO4;1;0;12.0
ORCONAZOLE;0;381.69;5.8;27.05;6.0;0;24.0;3.0;0.0;C18H15Cl3N2O;0;0;11.0
NETIVUDINE;3;282.25;-2.48;124.78;2.0;0;20.0;8.0;4.0;C12H14N2O6;0;0;7.0
PERAQUINSIN;0;424.5;2.31;79.92;7.0;0;31.0;8.0;1.0;C23H28N4O4;0;0;12.0
PLAKORTAMINE A;0;318.22;3.58;31.92;3.0;0;19.0;3.0;1.0;C15H16BrN3;1;0;9.0
Platinum complex;0;622.32;-3.920849216990794;103.0;5.0;0;10.0;5.0;2.0;C14H13Cl2FN2O6PtS;0;0;8.0
MADURAMICIN;0;917.14;4.32;208.75;13.0;0;64.0;17.0;4.0;C47H80O17;0;1;8.0
CUSPARINE;0;307.35;3.76;40.58;4.0;0;23.0;4.0;0.0;C19H17NO3;0;0;12.0
METHENAMINE MANDELATE;4;292.34;-1.02;12.96;0.0;0;10.0;4.0;0.0;C14H20N4O3;0;0;7.0
PIFEXOLE;0;257.68;3.45;51.81;2.0;0;18.0;4.0;0.0;C13H8ClN3O;0;0;11.0
LEVOMEPROMAZINE HYDROCHLORIDE;4;364.94;4.5;15.71;5.0;0;23.0;3.0;0.0;C19H25ClN2OS;1;0;8.0
DELEQUAMINE HYDROCHLORIDE;0;386.95;2.04;49.85;2.0;0;24.0;5.0;0.0;C18H27ClN2O3S;0;0;6.0
TREMETONE;0;202.25;2.77;26.3;2.0;0;15.0;2.0;0.0;C13H14O2;0;0;7.0
TEMANOGREL HYDROCHLORIDE;1;472.97;3.06;77.85;8.0;0;32.0;8.0;1.0;C24H29ClN4O4;0;0;12.0
CETYL ALCOHOL;4;242.45;5.46;20.23;14.0;0;17.0;1.0;1.0;C16H34O;0;0;0.0
HYDROXYDIONE SUCCINIC ACID;0;432.56;4.19;97.74;6.0;0;31.0;6.0;1.0;C25H36O6;0;1;8.0
MOXICOUMONE;0;418.49;1.52;73.61;8.0;0;30.0;8.0;0.0;C22H30N2O6;0;0;9.0
LIDOFILCON A;0;535.6;3.0907295414866387;126.0;14.0;0;38.0;9.0;0.0;C28H41NO9;0;0;9.0
(20S,21R)-FLUOROCAMPTOTHECIN;0;352.37;2.85;64.35;1.0;0;26.0;5.0;1.0;C20H17FN2O3;0;0;13.0
PENNICITRINONE C;0;398.46;4.29;100.13;2.0;0;29.0;6.0;3.0;C23H26O6;0;0;11.0
DIFENOXIN HYDROCHLORIDE;4;461.0;5.0;64.33;7.0;0;32.0;4.0;1.0;C28H29ClN2O2;1;1;15.0
PRAMIRACETAM SULFATE;0;367.47;0.84;52.65;7.0;0;19.0;5.0;1.0;C14H29N3O6S;1;0;2.0
MERBARONE;0;263.28;-0.23;87.3;2.0;0;18.0;6.0;3.0;C11H9N3O3S;0;1;9.0
SPERMIDINE TRIHYDROCHLORIDE;0;181.71;-0.34;64.07;7.0;0;10.0;3.0;5.0;C7H20ClN3;1;0;0.0
METAMPICILLIN SODIUM;0;361.42;1.06;99.07;5.0;0;25.0;7.0;2.0;C17H19N3O4S;0;1;10.0
PERBORIC ACID;4;153.65;0.4629286101507111;53.4;0.0;1;9.0;7.0;4.0;H4B2O8-2;0;0;0.0
HIPPURISTANOL;0;462.67;4.27;79.15;0.0;0;33.0;5.0;3.0;C28H46O5;0;0;6.0
BMS-791826;1;531.61;5.73;97.31;6.0;0;38.0;8.0;1.0;C28H26FN5O3S;0;0;18.0
DIOSGENONE;0;412.61;5.92;35.53;0.0;0;30.0;3.0;0.0;C27H40O3;0;0;8.0
CHAETOGLOBOSIN E;0;530.67;3.96;119.49;2.0;0;39.0;7.0;4.0;C32H38N2O5;0;0;15.0
ITROCINONIDE;0;568.61;4.26;117.59;6.0;0;40.0;9.0;1.0;C29H38F2O9;0;0;10.0
DULOZAFONE;0;425.31;2.47;81.08;9.0;0;28.0;6.0;2.0;C20H22Cl2N2O4;0;0;10.0
GEVOTROLINE;0;309.39;3.69;31.92;4.0;0;23.0;3.0;1.0;C19H20FN3;0;0;11.0
PALIFOSFAMIDE TROMETHAMINE;0;342.16;0.74;61.36;6.0;0;11.0;4.0;3.0;C8H22Cl2N3O5P;0;1;0.0
ACUMINATIN;0;340.42;4.98;36.92;5.0;0;25.0;4.0;0.0;C21H24O4;0;0;10.0
GLYCIDIDAZOLE;2;497.42;-0.31;215.06;14.0;0;35.0;17.0;1.0;C18H23N7O10;0;1;11.0
TROGOPTEROID A;0;286.37;3.34;43.37;0.0;0;21.0;3.0;0.0;C18H22O3;0;0;8.0
CHLORBENZOXAMINE HYDROCHLORIDE;0;507.93;5.57;15.71;8.0;0;31.0;3.0;0.0;C27H33Cl3N2O;0;0;11.0
LORZAFONE;0;412.27;2.26;92.5;6.0;0;26.0;6.0;3.0;C18H19Cl2N3O4;0;0;10.0
PENEQUININE;0;315.46;3.18;32.7;5.0;0;23.0;3.0;1.0;C20H29NO2;0;0;7.0
STREPTODUOCIN;0;1165.18;-2.0635998322094675;676.0;18.0;0;80.0;30.0;25.0;C42H80N14O24;0;0;10.0
BNIPDAOCT;0;618.78;6.19;98.82;17.0;0;46.0;8.0;2.0;C38H42N4O4;1;0;20.0
VINTIAMOL;0;412.52;3.07;109.41;10.0;0;29.0;7.0;3.0;C21H24N4O3S;0;0;12.0
